,rating,name,review,verified,vote,date,length
2066,neutral,James Seymour,OK but nothing to write home about First the good Picture quality is good will play D movies and upconverts regular blu ray Unfortunately there is a lot of bad things with this unit It is slow to turn on slow to load and slow to start playing a disc It has frozen several times during scenes and has had to be rebooted It is powered by a brick similar to what the original X Box used For those not familiar there is a brick that has a power cord at each end one goes to the unit the other to the wall or surge unit In this day and age this is ridiculous To compound this the cord going to the wall is short so that if your K player is to go on a shelf the brick will hang in the air I got this because it was stated somewhere that Philips was going to offer a firmware update that would include Dolby Vision From what I have read that is now only happening on the model Too late to return this might have to bite the bullet and go for the Oppo,False,0.0,13.01.2018,195
2067,positive,Jose E Castellon,Everything in as promised,True,0.0,02.03.2018,4
2069,negative,Toby Fee,Ordered this a few months ago really cool light effects but the i key now does not work and its been too long to return it Its a good price but I expected it to last more than months,True,0.0,25.01.2018,39
2070,positive,Spencer Lewis,I am trusting that this is a good warranty Thankfully I have not needed to use it yet but it is rated well,True,0.0,22.02.2018,23
2071,positive,Rick,Great protection used at work and iPad still looks new,True,0.0,17.03.2018,10
2072,neutral,Amazon Customer,Like it but beginning to crack more and more It fits good but is not durable UPDATE Cracking more and more,True,0.0,12.02.2018,21
2073,positive,Johnny,good,True,0.0,16.05.2018,1
2074,neutral,Nicholas Hull,The item works but the battery is so loose in the holder that it falls out easily I will have to find a way of making the batteries stay in,True,0.0,06.02.2018,30
2075,negative,Maha A. Elbadry,Only worked once I tried it again and the screen kept flicking then would not even connect Garbage not worth the money,True,0.0,25.04.2018,22
2076,neutral,Russ ,Bought for a friend,True,0.0,10.02.2018,4
2077,positive,Willie E Chapman,Exactly what I wanted Works perfect,True,0.0,21.03.2018,6
2078,positive,Engineer David,No problems,True,0.0,03.01.2018,2
2080,positive,Katie wright,They sound great but what I really was looking for was the same with Bluetooth technology But I am keeping them anyway,True,0.0,07.06.2018,22
2081,positive,Wolf And Candi,These cooler is great cut my CPU temp by,True,0.0,19.04.2018,9
2082,negative,Robert Rawlings,Did not like so I return the TV,True,0.0,03.07.2018,8
2083,positive,Johan,I have had these for a number of years now and can honestly say opteka makes good products for the price for a D CANON EOS I bought two and they have given my hours and hours of good backup battery time,True,0.0,23.02.2018,42
2084,positive,Charles W. Fain,Five year old Granddaughters wired headphones kept breaking the wire Purchased for birthday gift Works so well her dad wants one I am purchasing one for myself,True,0.0,14.06.2018,27
2085,negative,Joseph and Anne Sawyer,I do not know how they can get away with saying this will get mbps I have mbps internet so I was expecting somewhat close to my speed but the max I can get no matter what outlet I use is around mbps download and around mbps upload do not waste your time and money trying to get a good connection that keeps dropping every few minutes My house was built in Two floors with basement and all floors gave the same results Returning this product This will not get you the speed advertised,True,0.0,28.01.2018,94
2086,positive,Environmental Initiaitves of North America,Works as expected Only get the OEM chargers as lenovo computers can be finicky,True,0.0,03.09.2018,14
2087,positive,Bill from Philly,Full disclosure I bought this camera as an open box item from Best Buy I often buy refurbished from Amazon and was hoping to do it with this camera but Amazon did not offer it I love this camera I just want to let potential users know that if they shoot RAW at the widest focal length you will get barrel distortion and vignetting I shoot both RAW and JPEG simultaneously and the JPEG images do not have this problem I researched it and learned that the camera does correct this issue in JPEG I know this can be corrected in some photo editors but not in mine,False,2.0,29.06.2018,108
2088,neutral,lostburro,I gave it stars because Amazon does not let you leave that blank Zero stars would have been more appropriate since I could not give it a one or a five star rating I have no idea how well it maymay not work because it fell off before I could try it Attached it Canon D per the instructions and it felt nice and snug and like it was on there for good Unfortunately it fell off in some tall grassweeds before I got from the car I spent minutes looking for it with no luck Must have hit my leg or shirt and it was lost forever Not likely to order another one,True,0.0,31.03.2018,114
2089,positive,CF,Works great I needed extra boost when it came to my over the air antenna,True,0.0,11.07.2018,15
2093,negative,zirho6,Misleading descriotions,False,0.0,25.04.2018,2
2095,neutral,MK,No notable difference in processing speed,True,0.0,26.06.2018,6
2097,neutral,fuznacious,Disclaimer So my Maglite was in the garage and cold and this thing fit so loosely I am sure Id lose it If I were to use this in a professional setting I might attach it with duck tape Hypothetically,True,0.0,25.01.2018,40
2098,positive,ND23,I like the long cord Work great Good quality,True,0.0,02.05.2018,9
2099,positive,Joanna,Fit my new paperwhite perfectly Feels like great quality in my hands,True,0.0,02.01.2018,12
2100,positive,Glenn,Very well crafted banana plugs Super easy to get attached to the speaker wire and solid connection to the receiver Would definitely purchase again,True,0.0,14.02.2018,24
2101,positive,Giovanna Ponce,Great product,True,0.0,13.07.2018,2
2102,positive,David Garth,There are very few reviews of this SD card holder so I thought my impressions may be helpful I am an old professional photographer now shooting mostly for myself on my compact Fujifilm XT mirrorless camera When I am on an important photography journey I like to leave my laptop at home and back up my SD cards in the camera each evening copying the cameraoriginal SD card to a backup SD card I leave the images on both cards in case of a card failure The only problem with this method is that its difficult to keep track of all the cards and keep them organized especially without marking the cards themselves Which ones are empty which are full which are originals and which are backups A screwup on this can be disastrous Storing cards in the tiny cases they come in is an excercise in frustration This little case really helps I have two of them with slots marked on the outside of the case empty full with one case just for backups These cases are so thin just that they will fit in almost any bag pocket The cards are held securely but are easy to remove if you have fingernails they are not waterproof but I did not need that The waterproof cases are much thicker Overall this is a great product,True,4.0,19.01.2018,226
